location,date,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,Gap,mfg_score
Ethiopia,2021-09-20,2.07,,2.58,,0
Ethiopia,2021-09-21,2.09,,2.61,,0
Ethiopia,2021-09-22,2.13,,2.66,,0
Ethiopia,2021-09-23,2.21,,2.8,,0
Ethiopia,2021-09-24,2.23,,2.83,,0
Ethiopia,2021-09-25,2.24,,2.84,,0
Ethiopia,2021-09-26,2.25,,2.87,,0
Ethiopia,2021-09-27,2.26,,2.89,,0
Ethiopia,2021-09-28,2.27,,2.93,,0
Ethiopia,2021-09-29,2.29,,2.97,,0
Ethiopia,2021-09-30,2.31,,3.0,,0
Ethiopia,2021-10-01,2.31,,3.01,,0
Ethiopia,2021-10-03,2.32,,3.03,,0
Ethiopia,2021-10-04,2.34,,3.05,,0
Ethiopia,2021-10-05,2.35,,3.07,,0
Ethiopia,2021-10-06,2.37,,3.1,,0
Ethiopia,2021-10-07,2.39,,3.12,,0
Ethiopia,2021-10-08,2.39,,3.14,,0
Ethiopia,2021-10-09,2.4,,3.14,,0
Ethiopia,2021-10-10,2.4,,3.14,,0
Ethiopia,2021-10-11,2.41,,3.16,,0
Ethiopia,2021-10-12,2.43,,3.18,,0
Ethiopia,2021-10-13,2.44,,3.19,,0
Ethiopia,2021-10-14,2.45,,3.21,,0
Ethiopia,2021-10-15,2.46,,3.22,,0
Ethiopia,2021-10-16,2.46,,3.23,,0
Ethiopia,2021-10-17,2.47,,3.25,,0
Ethiopia,2021-10-18,2.47,,3.27,,0
Ethiopia,2021-10-19,2.47,,3.28,,0
Ethiopia,2021-10-20,2.49,,3.33,,0
Ethiopia,2021-10-21,2.52,,3.38,,0
Ethiopia,2021-10-22,2.6,,3.46,,0
Ethiopia,2021-10-24,2.61,,3.48,,0
Ethiopia,2021-10-25,2.65,,3.53,,0
Ethiopia,2021-10-26,2.66,,3.55,,0
Ethiopia,2021-10-27,2.72,,3.64,,0
Ethiopia,2021-10-28,2.77,,3.72,,0
Ethiopia,2021-10-29,2.81,,3.79,,0
Ethiopia,2021-10-30,2.84,,3.85,,0
Ethiopia,2021-10-31,2.85,,3.87,,0
Ethiopia,2021-11-02,2.9,,3.98,,0
Ethiopia,2021-11-03,2.92,,4.01,,0
Ethiopia,2021-11-04,2.95,,4.04,,0
Ethiopia,2021-11-05,2.96,,4.07,,0
Ethiopia,2021-11-06,2.96,,4.07,,0
Ethiopia,2021-11-07,2.97,,4.08,,0
Ethiopia,2021-11-08,2.97,,4.09,,0
Ethiopia,2021-11-09,2.97,,4.1,,0
Ethiopia,2021-11-11,2.97,,4.1,,0
Ethiopia,2021-11-12,2.98,,4.1,,0
Ethiopia,2021-11-13,2.98,,4.11,,0
Ethiopia,2021-11-15,2.98,,4.11,,0
Ethiopia,2021-11-16,2.99,,4.12,,0
Ethiopia,2021-11-17,3.03,,4.16,,0
Ethiopia,2021-11-18,3.04,,4.18,,0
Ethiopia,2021-11-19,3.07,,4.2,,0
Ethiopia,2021-11-20,3.17,,4.31,,0
Ethiopia,2021-11-21,3.29,,4.42,,0
Ethiopia,2021-11-22,3.54,,4.69,,0
Ethiopia,2021-11-23,3.93,,5.08,,0
Ethiopia,2021-11-24,4.43,,5.58,,0
Ethiopia,2021-11-25,4.9,,6.06,,0
Ethiopia,2021-11-26,5.33,,6.49,,0
Ethiopia,2021-11-27,5.71,,6.87,,0
Ethiopia,2021-11-28,5.95,,7.12,,0
Ethiopia,2021-11-29,6.14,,7.31,,0
Ethiopia,2021-11-30,6.37,,7.55,,0
Ethiopia,2021-12-01,6.57,,7.75,,0
Ethiopia,2021-12-02,6.74,,7.92,,0
Ethiopia,2021-12-03,6.84,,8.02,,0
Ethiopia,2021-12-04,6.92,,8.1,,0
Ethiopia,2021-12-05,6.98,,8.15,,0
Ethiopia,2021-12-06,7.03,,8.21,,0
Ethiopia,2021-12-07,7.11,,8.29,,0
Ethiopia,2021-12-08,7.16,,8.34,,0
Ethiopia,2021-12-09,7.19,,8.37,,0
Ethiopia,2021-12-10,7.22,,8.4,,0
Ethiopia,2021-12-11,7.26,,8.44,,0
Ethiopia,2021-12-12,7.28,,8.45,,0
Ethiopia,2021-12-13,7.3,,8.48,,0
Ethiopia,2021-12-14,7.33,,8.51,,0
Ethiopia,2021-12-15,7.34,,8.52,,0
Ethiopia,2021-12-16,7.37,,8.55,,0
Ethiopia,2021-12-17,7.41,,8.59,,0
Ethiopia,2021-12-18,7.43,,8.61,,0
Ethiopia,2021-12-19,7.43,,8.61,,0
Ethiopia,2021-12-20,7.45,,8.63,,0
Ethiopia,2021-12-21,7.48,,8.66,,0
Ethiopia,2021-12-22,7.49,,8.67,,0
Ethiopia,2021-12-23,7.53,,8.72,,0
Ethiopia,2021-12-24,7.57,,8.75,,0
Ethiopia,2021-12-25,7.57,,8.78,,0
Ethiopia,2021-12-26,7.57,,8.8,,0
Ethiopia,2021-12-27,7.57,,8.81,,0
Ethiopia,2021-12-28,7.57,,8.83,,0
Ethiopia,2021-12-29,7.57,,8.84,,0
Ethiopia,2021-12-30,7.57,,8.85,,0
Ethiopia,2021-12-31,7.57,,8.85,,0
Ethiopia,2022-01-01,7.57,,8.85,,0
Ethiopia,2022-01-02,7.58,,8.86,,0
Ethiopia,2022-01-03,7.58,,8.87,,0
Ethiopia,2022-01-04,7.59,,8.88,,0
Ethiopia,2022-01-05,7.59,,8.88,,0
Ethiopia,2022-01-06,7.59,,8.88,,0
Ethiopia,2022-01-07,7.59,,8.88,,0
Ethiopia,2022-01-10,7.59,,8.88,,0
Ethiopia,2022-01-11,7.59,,8.88,,0
Ethiopia,2022-01-12,7.59,,8.88,,0
Ethiopia,2022-01-13,,,8.88,,0
Ethiopia,2022-01-14,7.59,,8.88,,0
Ethiopia,2022-01-15,7.59,,8.89,,0
Ethiopia,2022-01-17,7.59,,8.89,,0
Ethiopia,2022-01-24,7.6,,8.89,,0
Ethiopia,2022-01-28,7.6,,8.89,,0
Ethiopia,2022-01-31,7.6,,8.9,,0
Ethiopia,2022-02-02,7.6,,8.9,,0
Ethiopia,2022-02-03,7.6,,8.9,,0
Ethiopia,2022-02-07,7.6,,8.9,,0
Ethiopia,2022-02-10,7.6,,8.9,,0
Ethiopia,2022-02-15,7.69,,9.02,,0
Ethiopia,2022-02-16,8.2,,9.69,,0
Ethiopia,2022-02-17,8.87,,10.64,,0
Ethiopia,2022-02-18,9.75,,11.7,,0
Ethiopia,2022-02-19,11.08,,13.22,,0
Ethiopia,2022-02-20,11.95,,14.29,,0
Ethiopia,2022-02-21,12.95,,15.66,,0
Ethiopia,2022-02-22,13.93,,16.9,,0
Ethiopia,2022-02-24,14.98,,18.17,,0
Ethiopia,2022-02-25,15.18,,18.43,,0
Ethiopia,2022-02-26,15.82,,19.32,,0
Ethiopia,2022-02-27,15.92,,19.45,,0
Ethiopia,2022-02-28,16.11,,19.68,,0
Ethiopia,2022-03-01,16.23,,19.82,,0
Ethiopia,2022-03-02,16.8,,20.37,,0
Ethiopia,2022-03-03,16.89,,20.61,,0
Ethiopia,2022-03-04,17.19,,20.95,,0
Ethiopia,2022-03-05,17.32,,21.09,,0
Ethiopia,2022-03-06,17.45,14.64,21.22,2.8099999999999987,0
Ethiopia,2022-03-09,18.28,15.48,22.09,2.8000000000000007,0
Ethiopia,2022-03-13,19.42,16.6,,2.8200000000000003,0
Ethiopia,2022-03-18,19.78,16.94,,2.84,0
Ethiopia,2022-03-27,19.85,16.99,,2.860000000000003,0
Ethiopia,2022-04-10,20.08,17.26,,2.8199999999999967,0
Ethiopia,2022-04-26,20.08,17.26,22.15,2.8199999999999967,0
Ethiopia,2022-05-01,20.08,17.26,23.81,2.8199999999999967,0
Ethiopia,2022-06-05,20.08,17.26,23.84,2.8199999999999967,0
Ethiopia,2022-06-19,23.81,20.99,24.34,2.8200000000000003,0
Ethiopia,2022-06-26,,,40.27,,0
Ethiopia,2022-07-10,,,42.3,,0
Ethiopia,2022-07-24,,,42.53,,0
Ethiopia,2022-07-31,34.94,29.75,42.56,5.189999999999998,0
Ethiopia,2023-01-22,35.49,30.26,43.37,5.23,0
Ethiopia,2023-03-26,35.58,30.37,43.61,5.209999999999997,0
Ethiopia,2023-05-07,35.72,30.51,43.8,5.209999999999997,0
Ethiopia,2023-05-28,42.54,35.38,55.81,7.159999999999997,0
Germany,2020-12-27,0.03,,0.03,,2
Germany,2020-12-28,0.05,,0.05,,2
Germany,2020-12-29,0.11,,0.11,,2
Germany,2020-12-30,0.19,,0.19,,2
Germany,2020-12-31,0.25,,0.25,,2
Germany,2021-01-01,0.28,,0.28,,2
Germany,2021-01-02,0.34,,0.34,,2
Germany,2021-01-03,0.36,,0.36,,2
Germany,2021-01-04,0.42,,0.42,,2
Germany,2021-01-05,0.48,,0.48,,2
Germany,2021-01-06,0.56,,0.56,,2
Germany,2021-01-07,0.62,,0.62,,2
Germany,2021-01-08,0.7,,0.7,,2
Germany,2021-01-09,0.77,,0.77,,2
Germany,2021-01-10,0.81,,0.81,,2
Germany,2021-01-11,0.9,,0.9,,2
Germany,2021-01-12,0.99,,0.99,,2
Germany,2021-01-13,1.13,,1.13,,2
Germany,2021-01-14,1.23,,1.23,,2
Germany,2021-01-15,1.34,0.0,1.34,1.34,2
Germany,2021-01-16,1.41,0.0,1.41,1.41,2
Germany,2021-01-17,1.44,0.02,1.47,1.42,2
Germany,2021-01-18,1.52,0.04,1.57,1.48,2
Germany,2021-01-19,1.62,0.09,1.71,1.53,2
Germany,2021-01-20,1.72,0.15,1.87,1.57,2
Germany,2021-01-21,1.8,0.2,2.0,1.6,2
Germany,2021-01-22,1.88,0.24,2.12,1.64,2
Germany,2021-01-23,1.93,0.3,2.22,1.63,2
Germany,2021-01-24,1.96,0.32,2.28,1.64,2
Germany,2021-01-25,2.02,0.37,2.39,1.65,2
Germany,2021-01-26,2.08,0.43,2.51,1.6500000000000001,2
Germany,2021-01-27,2.14,0.5,2.64,1.6400000000000001,2
Germany,2021-01-28,2.2,0.55,2.75,1.6500000000000001,2
Germany,2021-01-29,2.26,0.62,2.88,1.6399999999999997,2
Germany,2021-01-30,2.3,0.68,2.99,1.6199999999999997,2
Germany,2021-01-31,2.33,0.72,3.06,1.61,2
Germany,2021-02-01,2.4,0.8,3.2,1.5999999999999999,2
Germany,2021-02-02,2.48,0.88,3.36,1.6,2
Germany,2021-02-03,2.56,1.0,3.56,1.56,2
Germany,2021-02-04,2.63,1.08,3.72,1.5499999999999998,2
Germany,2021-02-05,2.72,1.18,3.89,1.5400000000000003,2
Germany,2021-02-06,2.77,1.23,4.01,1.54,2
Germany,2021-02-07,2.81,1.27,4.07,1.54,2
Germany,2021-02-08,2.87,1.33,4.2,1.54,2
Germany,2021-02-09,2.94,1.42,4.36,1.52,2
Germany,2021-02-10,3.04,1.52,4.55,1.52,2
Germany,2021-02-11,3.13,1.6,4.72,1.5299999999999998,2
Germany,2021-02-12,3.22,1.69,4.91,1.5300000000000002,2
Germany,2021-02-13,3.3,1.74,5.04,1.5599999999999998,2
Germany,2021-02-14,3.34,1.78,5.12,1.5599999999999998,2
Germany,2021-02-15,3.43,1.84,5.27,1.59,2
Germany,2021-02-16,3.52,1.91,5.43,1.61,2
Germany,2021-02-17,3.64,1.98,5.62,1.6600000000000001,2
Germany,2021-02-18,3.75,2.04,5.79,1.71,2
Germany,2021-02-19,3.87,2.11,5.98,1.7600000000000002,2
Germany,2021-02-20,3.96,2.15,6.12,1.81,2
Germany,2021-02-21,4.03,2.19,6.22,1.8400000000000003,2
Germany,2021-02-22,4.15,2.26,6.41,1.8900000000000006,2
Germany,2021-02-23,4.28,2.33,6.61,1.9500000000000002,2
Germany,2021-02-24,4.42,2.4,6.82,2.02,2
Germany,2021-02-25,4.58,2.47,7.05,2.11,2
Germany,2021-02-26,4.76,2.55,7.31,2.21,2
Germany,2021-02-27,4.89,2.6,7.49,2.2899999999999996,2
Germany,2021-02-28,4.98,2.63,7.61,2.3500000000000005,2
Germany,2021-03-01,5.16,2.69,7.85,2.47,2
Germany,2021-03-02,5.36,2.75,8.12,2.6100000000000003,2
Germany,2021-03-03,5.58,2.84,8.42,2.74,2
Germany,2021-03-04,5.8,2.91,8.71,2.8899999999999997,2
Germany,2021-03-05,6.05,3.0,9.04,3.05,2
Germany,2021-03-06,6.23,3.05,9.29,3.1800000000000006,2
Germany,2021-03-07,6.37,3.09,9.46,3.2800000000000002,2
Germany,2021-03-08,6.59,3.16,9.75,3.4299999999999997,2
Germany,2021-03-09,6.83,3.22,10.05,3.61,2
Germany,2021-03-10,7.1,3.3,10.4,3.8,2
Germany,2021-03-11,7.37,3.38,10.74,3.99,2
Germany,2021-03-12,7.68,3.46,11.14,4.22,2
Germany,2021-03-13,7.91,3.52,11.43,4.390000000000001,2
Germany,2021-03-14,8.07,3.57,11.63,4.5,2
Germany,2021-03-15,8.3,3.64,11.93,4.66,2
Germany,2021-03-16,8.43,3.72,12.15,4.709999999999999,2
Germany,2021-03-17,8.58,3.82,12.39,4.76,2
Germany,2021-03-18,8.72,3.91,12.63,4.8100000000000005,2
Germany,2021-03-19,8.91,4.01,12.92,4.9,2
Germany,2021-03-20,9.12,4.07,13.19,5.049999999999999,2
Germany,2021-03-21,9.27,4.12,13.39,5.1499999999999995,2
Germany,2021-03-22,9.5,4.21,13.71,5.29,2
Germany,2021-03-23,9.76,4.31,14.07,5.45,2
Germany,2021-03-24,10.06,4.42,14.48,5.640000000000001,2
Germany,2021-03-25,10.36,4.52,14.88,5.84,2
Germany,2021-03-26,10.7,4.62,15.33,6.079999999999999,2
Germany,2021-03-27,10.97,4.7,15.67,6.2700000000000005,2
Germany,2021-03-28,11.14,4.76,15.9,6.380000000000001,2
Germany,2021-03-29,11.4,4.87,16.27,6.53,2
Germany,2021-03-30,11.68,4.98,16.66,6.699999999999999,2
Germany,2021-03-31,11.96,5.1,17.06,6.860000000000001,2
Germany,2021-04-01,12.25,5.21,17.46,7.04,2
Germany,2021-04-02,12.44,5.29,17.73,7.1499999999999995,2
Germany,2021-04-03,12.64,5.37,18.01,7.2700000000000005,2
Germany,2021-04-04,12.81,5.43,18.24,7.380000000000001,2
Germany,2021-04-05,13.03,5.52,18.54,7.51,2
Germany,2021-04-06,13.38,5.63,19.01,7.750000000000001,2
Germany,2021-04-07,14.14,5.75,19.88,8.39,2
Germany,2021-04-08,14.89,5.85,20.75,9.040000000000001,2
Germany,2021-04-09,15.53,5.96,21.49,9.57,2
Germany,2021-04-10,15.9,6.04,21.94,9.86,2
Germany,2021-04-11,16.15,6.1,22.25,10.049999999999999,2
Germany,2021-04-12,16.55,6.19,22.74,10.36,2
Germany,2021-04-13,17.19,6.28,23.47,10.91,2
Germany,2021-04-14,18.06,6.38,24.44,11.68,2
Germany,2021-04-15,18.79,6.46,25.26,12.329999999999998,2
Germany,2021-04-16,19.4,6.55,25.96,12.849999999999998,2
Germany,2021-04-17,19.76,6.62,26.39,13.14,2
Germany,2021-04-18,20.04,6.67,26.71,13.37,2
Germany,2021-04-19,20.44,6.74,27.18,13.700000000000001,2
Germany,2021-04-20,21.07,6.82,27.89,14.25,2
Germany,2021-04-21,21.88,6.91,28.79,14.969999999999999,2
Germany,2021-04-22,22.57,6.99,29.56,15.58,2
Germany,2021-04-23,23.13,7.07,30.21,16.06,2
Germany,2021-04-24,23.5,7.14,30.64,16.36,2
Germany,2021-04-25,23.78,7.2,30.98,16.580000000000002,2
Germany,2021-04-26,24.21,7.29,31.5,16.92,2
Germany,2021-04-27,25.13,7.41,32.53,17.72,2
Germany,2021-04-28,26.36,7.57,33.93,18.79,2
Germany,2021-04-29,27.33,7.73,35.06,19.599999999999998,2
Germany,2021-04-30,28.09,7.9,35.98,20.189999999999998,2
Germany,2021-05-01,28.39,7.98,36.37,20.41,2
Germany,2021-05-02,28.62,8.06,36.68,20.560000000000002,2
Germany,2021-05-03,29.03,8.2,37.23,20.830000000000002,2
Germany,2021-05-04,29.91,8.4,38.31,21.509999999999998,2
Germany,2021-05-05,31.07,8.68,39.76,22.39,2
Germany,2021-05-06,32.01,8.95,40.96,23.06,2
Germany,2021-05-07,32.76,9.23,41.99,23.529999999999998,2
Germany,2021-05-08,33.07,9.41,42.48,23.66,2
Germany,2021-05-09,33.29,9.54,42.82,23.75,2
Germany,2021-05-10,33.78,9.77,43.54,24.01,2
Germany,2021-05-11,34.82,10.13,44.95,24.689999999999998,2
Germany,2021-05-12,36.14,10.57,46.71,25.57,2
Germany,2021-05-13,36.45,10.76,47.2,25.690000000000005,2
Germany,2021-05-14,37.07,11.03,48.09,26.04,2
Germany,2021-05-15,37.35,11.22,48.57,26.130000000000003,2
Germany,2021-05-16,37.54,11.36,48.9,26.18,2
Germany,2021-05-17,37.96,11.6,49.56,26.36,2
Germany,2021-05-18,38.63,12.04,50.68,26.590000000000003,2
Germany,2021-05-19,39.38,12.72,52.1,26.660000000000004,2
Germany,2021-05-20,39.96,13.33,53.28,26.630000000000003,2
Germany,2021-05-21,40.46,13.84,54.3,26.62,2
Germany,2021-05-22,40.69,14.09,54.77,26.599999999999998,2
Germany,2021-05-23,40.83,14.27,55.1,26.56,2
Germany,2021-05-24,41.0,14.48,55.48,26.52,2
Germany,2021-05-25,41.38,14.95,56.3,26.430000000000003,2
Germany,2021-05-26,42.09,15.86,57.83,26.230000000000004,2
Germany,2021-05-27,42.69,16.63,59.1,26.06,2
Germany,2021-05-28,43.21,17.26,60.17,25.95,2
Germany,2021-05-29,43.43,17.55,60.65,25.88,2
Germany,2021-05-30,43.56,17.76,60.98,25.8,2
Germany,2021-05-31,43.86,18.21,61.68,25.65,2
Germany,2021-06-01,44.46,18.94,62.91,25.52,2
Germany,2021-06-02,45.25,19.85,64.49,25.4,2
Germany,2021-06-03,45.6,20.33,65.26,25.270000000000003,2
Germany,2021-06-04,46.03,20.94,66.22,25.09,2
Germany,2021-06-05,46.19,21.32,66.72,24.869999999999997,2
Germany,2021-06-06,46.27,21.57,67.05,24.700000000000003,2
Germany,2021-06-07,46.56,22.07,67.78,24.490000000000002,2
Germany,2021-06-08,47.09,23.0,69.15,24.090000000000003,2
Germany,2021-06-09,47.78,24.23,70.96,23.55,2
Germany,2021-06-10,48.4,25.18,72.43,23.22,2
Germany,2021-06-11,48.95,25.98,73.67,22.970000000000002,2
Germany,2021-06-12,49.15,26.34,74.19,22.81,2
Germany,2021-06-13,49.23,26.58,74.51,22.65,2
Germany,2021-06-14,49.55,27.09,75.28,22.459999999999997,2
Germany,2021-06-15,50.08,28.0,76.65,22.08,2
Germany,2021-06-16,50.76,29.14,78.38,21.619999999999997,2
Germany,2021-06-17,51.34,30.03,79.77,21.310000000000002,2
Germany,2021-06-18,51.83,30.78,80.93,21.049999999999997,2
Germany,2021-06-19,52.01,31.14,81.44,20.869999999999997,2
Germany,2021-06-20,52.1,31.39,81.77,20.71,2
Germany,2021-06-21,52.38,31.89,82.52,20.490000000000002,2
Germany,2021-06-22,52.91,32.79,83.91,20.119999999999997,2
Germany,2021-06-23,53.58,33.86,85.62,19.72,2
Germany,2021-06-24,54.24,34.49,86.87,19.75,2
Germany,2021-06-25,54.74,35.11,87.94,19.630000000000003,2
Germany,2021-06-26,54.92,35.43,88.44,19.490000000000002,2
Germany,2021-06-27,55.03,35.66,88.77,19.370000000000005,2
Germany,2021-06-28,55.34,36.11,89.51,19.230000000000004,2
Germany,2021-06-29,55.87,36.81,90.72,19.059999999999995,2
Germany,2021-06-30,56.5,37.56,92.07,18.939999999999998,2
Germany,2021-07-01,57.06,38.16,93.22,18.900000000000006,2
Germany,2021-07-02,57.53,38.71,94.21,18.82,2
Germany,2021-07-03,57.73,38.97,94.66,18.759999999999998,2
Germany,2021-07-04,57.84,39.16,94.97,18.680000000000007,2
Germany,2021-07-05,58.09,39.56,95.61,18.53,2
Germany,2021-07-06,58.46,40.22,96.62,18.240000000000002,2
Germany,2021-07-07,58.89,41.08,97.9,17.810000000000002,2
Germany,2021-07-08,59.24,41.8,98.95,17.440000000000005,2
Germany,2021-07-09,59.51,42.41,99.82,17.1,2
Germany,2021-07-10,59.64,42.69,100.23,16.950000000000003,2
Germany,2021-07-11,59.72,42.88,100.49,16.839999999999996,2
Germany,2021-07-12,59.91,43.25,101.05,16.659999999999997,2
Germany,2021-07-13,60.16,44.01,102.04,16.15,2
Germany,2021-07-14,60.45,45.01,103.32,15.440000000000005,2
Germany,2021-07-15,60.69,45.72,104.26,14.969999999999999,2
Germany,2021-07-16,60.9,46.3,105.03,14.600000000000001,2
Germany,2021-07-17,61.01,46.53,105.36,14.479999999999997,2
Germany,2021-07-18,61.09,46.66,105.58,14.430000000000007,2
Germany,2021-07-19,61.21,46.99,106.02,14.219999999999999,2
Germany,2021-07-20,61.39,47.61,106.81,13.780000000000001,2
Germany,2021-07-21,61.61,48.38,107.79,13.229999999999997,2
Germany,2021-07-22,61.78,49.0,108.58,12.780000000000001,2
Germany,2021-07-23,61.93,49.5,109.22,12.43,2
Germany,2021-07-24,62.0,49.68,109.47,12.32,2
Germany,2021-07-25,62.05,49.77,109.61,12.279999999999994,2
Germany,2021-07-26,62.15,50.08,110.01,12.07,2
Germany,2021-07-27,62.29,50.66,110.73,11.630000000000003,2
Germany,2021-07-28,62.46,51.38,111.62,11.079999999999998,2
Germany,2021-07-29,62.61,51.95,112.33,10.659999999999997,2
Germany,2021-07-30,62.74,52.4,112.9,10.340000000000003,2
Germany,2021-07-31,62.81,52.55,113.13,10.260000000000005,2
Germany,2021-08-01,62.85,52.64,113.25,10.21,2
Germany,2021-08-02,62.94,52.91,113.6,10.030000000000001,2
Germany,2021-08-03,63.05,53.39,114.2,9.659999999999997,2
Germany,2021-08-04,63.19,53.99,114.94,9.199999999999996,2
Germany,2021-08-05,63.32,54.51,115.58,8.810000000000002,2
Germany,2021-08-06,63.43,54.92,116.09,8.509999999999998,2
Germany,2021-08-07,63.5,55.07,116.31,8.43,2
Germany,2021-08-08,63.53,55.17,116.44,8.36,2
Germany,2021-08-09,63.61,55.45,116.79,8.159999999999997,2
Germany,2021-08-10,63.72,55.9,117.35,7.82,2
Germany,2021-08-11,63.87,56.45,118.05,7.419999999999995,2
Germany,2021-08-12,64.02,56.89,118.63,7.1299999999999955,2
Germany,2021-08-13,64.16,57.24,119.12,6.919999999999995,2
Germany,2021-08-14,64.24,57.39,119.35,6.849999999999994,2
Germany,2021-08-15,64.29,57.48,119.48,6.810000000000009,2
Germany,2021-08-16,64.39,57.7,119.8,6.689999999999998,2
Germany,2021-08-17,64.54,58.03,120.28,6.510000000000005,2
Germany,2021-08-18,64.72,58.41,120.83,6.310000000000002,2
Germany,2021-08-19,64.88,58.7,121.28,6.179999999999993,2
Germany,2021-08-20,65.03,58.93,121.65,6.100000000000001,2
Germany,2021-08-21,65.12,59.03,121.83,6.090000000000003,2
Germany,2021-08-22,65.16,59.09,121.94,6.069999999999993,2
Germany,2021-08-23,65.27,59.25,122.21,6.019999999999996,2
Germany,2021-08-24,65.43,59.48,122.6,5.95000000000001,2
Germany,2021-08-25,65.61,59.74,123.03,5.869999999999997,2
Germany,2021-08-26,65.78,59.95,123.41,5.829999999999998,2
Germany,2021-08-27,65.93,60.13,123.72,5.800000000000004,2
Germany,2021-08-28,66.01,60.21,123.89,5.800000000000004,2
Germany,2021-08-29,66.06,60.26,123.99,5.800000000000004,2
Germany,2021-08-30,66.16,60.38,124.21,5.779999999999994,2
Germany,2021-08-31,66.31,60.56,124.54,5.75,2
Germany,2021-09-01,66.48,60.77,124.93,5.710000000000001,2
Germany,2021-09-02,66.62,60.94,125.26,5.680000000000007,2
Germany,2021-09-03,66.74,61.08,125.53,5.659999999999997,2
Germany,2021-09-04,66.8,61.14,125.66,5.659999999999997,2
Germany,2021-09-05,66.83,61.18,125.73,5.649999999999999,2
Germany,2021-09-06,66.91,61.27,125.91,5.6399999999999935,2
Germany,2021-09-07,67.03,61.42,126.21,5.609999999999999,2
Germany,2021-09-08,67.17,61.59,126.55,5.579999999999998,2
Germany,2021-09-09,67.3,61.76,126.88,5.539999999999999,2
Germany,2021-09-10,67.4,61.89,127.14,5.510000000000005,2
Germany,2021-09-11,67.46,61.97,127.27,5.489999999999995,2
Germany,2021-09-12,67.48,62.01,127.34,5.470000000000006,2
Germany,2021-09-13,67.56,62.11,127.54,5.450000000000003,2
Germany,2021-09-14,67.68,62.26,127.85,5.420000000000009,2
Germany,2021-09-15,67.82,62.45,128.23,5.36999999999999,2
Germany,2021-09-16,67.96,62.62,128.58,5.339999999999996,2
Germany,2021-09-17,68.06,62.76,128.86,5.300000000000004,2
Germany,2021-09-18,68.11,62.84,128.99,5.269999999999996,2
Germany,2021-09-19,68.14,62.88,129.07,5.259999999999998,2
Germany,2021-09-20,68.2,62.98,129.26,5.220000000000006,2
Germany,2021-09-21,68.31,63.14,129.58,5.170000000000002,2
Germany,2021-09-22,68.42,63.31,129.94,5.109999999999999,2
Germany,2021-09-23,68.54,63.48,130.28,5.060000000000009,2
Germany,2021-09-24,68.63,63.62,130.55,5.009999999999998,2
Germany,2021-09-25,68.67,63.69,130.67,4.980000000000004,2
Germany,2021-09-26,68.69,63.73,130.73,4.960000000000001,2
Germany,2021-09-27,68.75,63.82,130.91,4.93,2
Germany,2021-09-28,68.85,63.97,131.21,4.8799999999999955,2
Germany,2021-09-29,68.94,64.12,131.53,4.819999999999993,2
Germany,2021-09-30,69.03,64.27,131.81,4.760000000000005,2
Germany,2021-10-01,69.09,64.34,131.96,4.75,2
Germany,2021-10-02,69.1,64.35,132.0,4.75,2
Germany,2021-10-03,69.11,64.36,132.01,4.75,2
Germany,2021-10-04,69.14,64.42,132.12,4.719999999999999,2
Germany,2021-10-05,69.22,64.54,132.39,4.679999999999993,2
Germany,2021-10-06,69.3,64.67,132.67,4.6299999999999955,2
Germany,2021-10-07,69.39,64.81,132.95,4.579999999999998,2
Germany,2021-10-08,69.44,64.9,133.14,4.539999999999992,2
Germany,2021-10-09,69.46,64.92,133.19,4.539999999999992,2
Germany,2021-10-10,69.47,64.93,133.2,4.539999999999992,2
Germany,2021-10-11,69.51,64.98,133.32,4.530000000000001,2
Germany,2021-10-12,69.58,65.1,133.58,4.480000000000004,2
Germany,2021-10-13,69.65,65.22,133.86,4.430000000000007,2
Germany,2021-10-14,69.73,65.34,134.13,4.390000000000001,2
Germany,2021-10-15,69.78,65.42,134.32,4.359999999999999,2
Germany,2021-10-16,69.8,65.45,134.36,4.349999999999994,2
Germany,2021-10-17,69.8,65.45,134.38,4.349999999999994,2
Germany,2021-10-18,69.83,65.5,134.5,4.329999999999998,2
Germany,2021-10-19,69.9,65.61,134.75,4.290000000000006,2
Germany,2021-10-20,69.96,65.72,135.03,4.239999999999995,2
Germany,2021-10-21,70.03,65.83,135.3,4.200000000000003,2
Germany,2021-10-22,70.08,65.9,135.48,4.179999999999993,2
Germany,2021-10-23,70.09,65.92,135.52,4.170000000000002,2
Germany,2021-10-24,70.1,65.93,135.54,4.1699999999999875,2
Germany,2021-10-25,70.13,65.98,135.67,4.1499999999999915,2
Germany,2021-10-26,70.19,66.09,135.97,4.099999999999994,2
Germany,2021-10-27,70.26,66.2,136.3,4.060000000000002,2
Germany,2021-10-28,70.32,66.32,136.63,4.0,2
Germany,2021-10-29,70.37,66.39,136.86,3.980000000000004,2
Germany,2021-10-30,70.39,66.41,136.91,3.980000000000004,2
Germany,2021-10-31,70.39,66.41,136.93,3.980000000000004,2
Germany,2021-11-01,70.41,66.43,137.0,3.9799999999999898,2
Germany,2021-11-02,70.46,66.52,137.3,3.9399999999999977,2
Germany,2021-11-03,70.53,66.62,137.69,3.9099999999999966,2
Germany,2021-11-04,70.6,66.73,138.09,3.8699999999999903,2
